business name,rating,review text
Bennie Restaurant & Bar,5.0,"Was sceptical before booking even though this restaurant had been recommend to me by my dear friend and fellow-foodie-cum-dining-companion.

However, right from the moment our friendly waiter (without being too friendly) made some menu suggestions and was amenable to making changes (like offering the delicious pea and mint soup dairy-free), we knew we might be in for a treat!

The said soup was soup-er (better than this dreadful pun, let me assure you) and was seasoned delightfully, presented beautifully (as were all dishes) and if you wanted to add some Himalayan pink, rock salt or black pepper you could reach for the very original and charming twisters that dispensed both with appealing ease..

My friend's octopus on a sweet-potato puree base pleased her considerably, my cauliflower dish made what could otherwise have been a rather bland main perfectly enjoyable (and, generous a serving, too).  Fries were cooked to perfection and extremely plentiful (probably the biggest side portion we have ever had).

By the time it came to dessert, the thrill factor increased further!  My friend, who is originally from Ukraine, noted that the honey cake resembled the ones she grew up eating and started to suffer from a case of cake envy (as well as nostalgia) even though she liked her pistachio cheese cake.   Teas were served in rather charming, somewhat rustic cups and saucers and our second server was an endearingly sweet young girl who was equally friendly and professional as the first person.

All in all, this is a restaurant that does not need to try hard, has no pretensions to wow with interior decor gimmicks, even though there is nothing faulty with its simple but pleasing scheme.  Yet, I can confidently declare that far from the food being 'average' as some reviews have erroneously claimed, this is on the good to outstanding spectrum (including the Merlot glass of wine that we sipped throughout).

It's not cheap but it's not expensive and bearing in mind the location, the quality, beauty of presentation and delicate range of flavours on offer, I don't think one should grumble; one should let Bennie's food crumble with considerable contentment in the mouth!

We will be returning for sure and I commend those, like me, who might be unsure, to give it a try as I did!  You will love it!"
Bennie Restaurant & Bar,5.0,"Newly launched restaurant. Very comfortable and you feel the family vibe - rare occasion in Central London. Got some great dishes from European cuisine. Even if you are not fan of cauliflower, just go for it - they have done something incredible with it! And duck was amazing. Can’t wait to be back to try the rest of the items in the menu."
Bennie Restaurant & Bar,5.0,"Met a coworker here for brunch, as we are both in London on personal holidays. Saw the good reviews and central location for us both and it was a good pick. We were the only ones at 1030, which was nice because we could chit chat and not feel rushed. Our server was sweet and we both loved our avocado toasts with poached eggs."
Bennie Restaurant & Bar,5.0,"We had very pleasant late lunch at Bennie's. Super attentive service. Tasty menu, my Pork Belly was tender and flavoursome. Also margaritas with Patron were top notch. Thanks a lot! Highly recommend and will visit again for sure."
Bennie Restaurant & Bar,5.0,"Had a private dinner at Bennies and it was beautiful. The decor was the highlight, my guests loved the mirrors and the calming atmosphere. The food was nice, the quantity could’ve been abit more on the plate but other than that it was amazing. The staff were friendly and accommodating! Definitely recommend"
Bennie Restaurant & Bar,4.0,"Decided to come here for lunch. Restaurant does both brunch and ala carte dishes. Went for the grilled prawns and beef tartare. Service was fast on serving and the prawns were fresh. The main was a little bit disappointed. The grilled salmon, though was done perfect way but there isn’t any sauce go with this dish. There was some honey mustard that goes to the salad. We did request for additional mustard but didn’t get any. The pork belly, was hoping a bit crispy skin but just happened to be braised pork. It came with one side and selected sweet potato chips to go with. I think the carbonara saved the day for a bit with the combination of the cream, raw egg cracked to give a bit sticky creamy texture. The bill came and there was scan to pay but additional charge of 0.99 for doing so rather than covered part of it. Overall, nothing too memorable at this restaurant itself."
Bennie Restaurant & Bar,5.0,"We came here for Brunch. We had Eggs Benedict with Smoked Salmon and a Berry Meringue Roulade. Both are over the top dishes: perfectly balanced, great portion and rich in flavour. The service is excellent and the armosphere relax and warm."
Bennie Restaurant & Bar,5.0,"We went there on a saturday evening.
The service was great! They interacted politely, asking questions, and were up for a small chat.
The music and atmosphere were nice and cozy. Downstairs there was a party going on in the private room, but you could barely notice it!
The place is clean and looks very aesthetically pleasing. We had a comfortable seating area
The food was delicious! and honestly served like it came from a michelin star restaurant. For dessert I had the Pistachio cheesecake, which was divine. Defenitely recommend it!

If we care to being critical, just as everywhere else in London, they standardly have a 12.5% tip added to your bill. Additionally, we didn't receive a spoon when a pasta was ordered.

All in all, especially considering the price, great experience! You'd expect the bill to be way higher!
Definitely recommend going here and whenever I'll visit London again, I'll come back for sure!"
Bennie Restaurant & Bar,5.0,"During my recent brunch at Bennie Restaurant and Bar, I decided to mix and match by ordering both the Eggs Benedict and the Avocado on Toast. This turned out to be an excellent choice that showcased the restaurant’s flair for classic brunch dishes with a modern twist.

The Eggs Benedict were spot on, featuring perfectly poached eggs with a runny yolk that complemented the rich, creamy hollandaise sauce. The English muffin was toasted to perfection, providing a nice contrast in texture. What set this dish apart was the quality of the ingredients – the ham was flavorful and added just the right amount of saltiness to balance the dish.

On the other hand, the Avocado on Toast was equally impressive. The avocado was creamy and fresh, spread generously on a slice of perfectly toasted sourdough. The addition of pomegranate seeds was a delightful surprise, adding a burst of sweetness and a slight crunch that elevated the dish. A sprinkle of chili flakes added a mild heat, making each bite interesting and flavorful.

Combining these two dishes offered a wonderful variety of flavors and textures, making for a satisfying and well-rounded brunch. The ambiance of Bennie, with its large windows letting in natural light and the cozy yet stylish decor, made the experience even more enjoyable. The friendly and attentive staff ensured that my coffee cup was never empty and that the dining experience was seamless.

Overall, my brunch at Bennie Restaurant and Bar was delightful. The combination of Eggs Benedict and Avocado on Toast is highly recommended for those who want to enjoy the best of both worlds. Bennie’s inviting atmosphere and top-notch service make it a perfect spot for a relaxed and delicious brunch in London."
Bennie Restaurant & Bar,5.0,Our food was excellent and the presentation was super pretty. The restaurant is also a vibeee and we enjoyed dining in. Highly recommend.
Bennie Restaurant & Bar,3.0,"Hasan was an exceptional waiter who made our visit truly enjoyable. From the moment we arrived, he greeted us with a warm smile and guided us to our table with genuine hospitality. Throughout the meal, he was attentive, polite, and knowledgeable about the menu, offering helpful suggestions without being pushy. The restaurant itself had a cozy and inviting atmosphere, with soft lighting, comfortable seating, and a pleasant buzz of conversation that made it perfect for a relaxed evening out. Hasan’s excellent service, combined with the welcoming vibe of the place, made for a memorable dining experience.
And of course the place was a nice and quiet one I felt relief eating there after a tired full busy day really appreciate it"
Bennie Restaurant & Bar,5.0,"The food here is DELICIOUS! First had wings and calamari, lovely!

Then for my mains I had ‘Braised Beef Short Rib’ OMG, how tender and scrumptious was this, loved every bit of it.

I recommend this restaurant and thank you Wowcher for this great deal and for the excellent customer service. Will definitely be coming back here."
Bennie Restaurant & Bar,5.0,"Love this place! Cosy stylish atmosphere, friendly staff, good service, tasty food and drinks 👏🏻"
Bennie Restaurant & Bar,5.0,"Had an amazing time at Bennie for dinner! The food was amazing, very tasty and well presented. The staff were friendly and were happy to give us recommendations on cocktails and dishes. The atmosphere was perfect for a catch up with friends. Will definitely be back"
Bennie Restaurant & Bar,5.0,"I had the pleasure of enjoying a late lunch at Bennie’s on Saturday, and it was an absolute delight from start to finish. Coincidentally, it was International Women’s Day and the restaurant added a truly thoughtful touch by presenting all the women dining there a beautiful white rose—a small but incredibly meaningful gesture that made the experience even more special.

From the moment I walked in, I was met with warm and welcoming service. The ambiance was simply brilliant—a perfect balance of sophisticated yet cozy, making it an ideal spot to unwind and enjoy a fantastic meal. Speaking of which, the food? Flawless. Every dish was prepared with precision, bursting with rich flavors and beautifully presented.

The service was attentive without being intrusive and the staff made sure every detail was just right. It’s rare to find a restaurant that nails ambiance, service and food all at once, but Bennie’s does it effortlessly.

I’m already looking forward to my next visit—this is the kind of place that leaves a lasting impression. Highly recommend!"
Bennie Restaurant & Bar,5.0,"Fantastic full English breakfast!  Really good quality, at a very good price (by Central London standards)"
Bennie Restaurant & Bar,5.0,"I recently dined at Bennie and it was an exceptional experience from start to finish. Situated on a bustling street, Bennie radiates a cozy, inviting atmosphere that instantly relaxes you.

As I entered, I received a warm greeting from the hostess and was promptly seated. The interior struck a perfect balance of elegance and comfort, with soft lighting and tasteful decor creating a welcoming ambiance. The staff were remarkable throughout the evening – attentive, friendly, and well-versed in the menu options.

The highlight of my visit was the apple strudel with ice cream. This dessert was a culinary delight, marrying the sweetness of the apples with a buttery, flaky pastry. Paired with the creamy ice cream, each bite was a heavenly experience. It wasn't just a dessert; it was a masterpiece of flavors and textures.

Overall, my visit to Bennie was nothing short of fantastic. The blend of excellent service, delightful ambiance, and exceptional cuisine made for an unforgettable dining experience. I highly recommend Bennie to anyone seeking a special night out or a place to celebrate an important occasion."
Bennie Restaurant & Bar,5.0,Amazing service! Will be back. Anastasia is as super attentive as well as the rest of the staff. Live music was great. Spasibo 🫶🏽
Bennie Restaurant & Bar,3.0,"Came to Bennie's for my Dad & friend's birthday. Decent atmosphere & highly recommend their beef tartare. However, what let Bennie's down was the service being quite slow. When we ordered our drinks, it took quite a long time (about 20+ minutes) & our food came at different times leaving half of the group to start eating without the others, & the side plates for some of the food came afterwards which made it debatable to pay the service charge. But overall it was a decent experience, but for the money we paid it could've been better."
Bennie Restaurant & Bar,5.0,"I stumbled upon this restaurant travelling with my parents. It's a 10-minute walk from Oxford Street. The interior is modern, and they serve food all day from breakfast to dinner.

🌟 Salmon Tartare 💰£12
🌟 Chicken Skewer 💰£9
🌟 Charcuterie Board 💰£11

Each dish was delicious! The salmon tartare was very fresh, with perfectly ripe avocado. The chicken thigh and chorizo skewers were tender and juicy, and the charcuterie board was a generous portion at a very reasonable price.

🌟 Beef Ribs 💰£29
🌟 Beef Cheek 💰£20
🌟 Grilled Beef Salad 💰£14.5

The portions of the three main dishes were incredibly large. The beef ribs were a bit dry, but the seasoning was great. The beef cheek was braised very tenderly and tasted fantastic! The salad featured tender grilled beef, and the mustard sauce was appetizing—highly recommended!

🍷 A pint of beer was £6.5

Overall, it was very affordable! Considering the location and the ambiance, good value for money.

📍 Bennie
102 Great Portland St."
Bennie Restaurant & Bar,5.0,"Visited on 13 April 2024 with the family for breakfast and would highly recommend. We had three full breakfasts and one eggs Benedict with mushroom, four drinks, and everything was excellent. It was fairly quiet when we went as it had just opened but can imagine its buzzing when busier. Will definitely visit again."
Bennie Restaurant & Bar,5.0,We recently visited Bennie Food & Bar and had a wonderful experience. The restaurant has a cozy atmosphere and the staff is very welcoming. Thanh was amazing with his warm welcome and service with a smile. He made sure we had everything we needed and was very attentive throughout our meal. The food was delicious and beautifully presented. Highly recommend  to anyone looking for a great food experience in London
Bennie Restaurant & Bar,5.0,We had vegetarian food which were really delicious and good quality. I heard their meat dishes are really good too.
Bennie Restaurant & Bar,5.0,"We met for lunch with friends. We loved everything- food, service and atmosphere. Beef salad was exceptional and syrniki!!"
Bennie Restaurant & Bar,5.0,"Great restaurant, delicious food, super friendly stuff. Highly recommend! (Especially if you used to Western Europe level of service and food quality)"
Bennie Restaurant & Bar,5.0,Lovely restaurant. Fantastic food. Attentive waitress. Beautiful atmosphere. Melt in the mouth steak. Good size portions.
Bennie Restaurant & Bar,5.0,"Went for breakfast, the food is incredible, the bacon was just the right thickness and everything was beautifully presented. I also followed it with the cheesecake and oh wow, this is by far the best cheesecake I have ever eaten!! Incredible, will be coming back for more."
Bennie Restaurant & Bar,5.0,"Good food, quick service. Nice brunch experience. The lighting and ambience are nice. We’ll be back to try out the dinner"
Bennie Restaurant & Bar,3.0,Food was well presented but a bit bland. Dessert was nice. Main problem was they charged us extra to use a QR code to pay and then asked us to tip on top of the service charge :(
Bennie Restaurant & Bar,5.0,Super nice and calm place if you wanna get away from the noise of SOHO. Amazing food and drink. Highly recommended if you are in central london
Bennie Restaurant & Bar,5.0,Excellent food and experience. A great spot that has thoughtfully prepared their menu. Had the pork belly and it was delicious. Well worth the visit!
Bennie Restaurant & Bar,5.0,Fantastic place for a special occasion on a very decent brunch/dinner. Thoroughly enjoyed the food and service.... stunning decor as well!
Bennie Restaurant & Bar,5.0,"Good  food quality  for the right price. The restaurant has a nice chill vibe, perfect place for a date."
Bennie Restaurant & Bar,3.0,"The cocktails are ok, service is mediocre, food is good. Very expensive though, serving fee is 13%!"
Bennie Restaurant & Bar,5.0,"Very professional service, helpful and knowledgeable when asked about the drinks.
we popped in for cocktails and had some lside dishes too.
Very clean and quick service
The decor is beautiful too"
Bennie Restaurant & Bar,5.0,"Very tasty place! We ordered several starters and main courses. I really liked the roasted broccoli and baby potatoes, wow! I also recommend the duck. I've never eaten anything so tasty and juicy! And their riesling is very tasty!"
Bennie Restaurant & Bar,5.0,"Lovely interior, reasonable prices and amazing food - the cheesecake in particular was to die for, it was by far the best one we’ve ever tried! Very talented chefs, would highly recommend."
Bennie Restaurant & Bar,5.0,"A fresh feel to Great Portland Street, the decor in the restaurant is amazing and creates a very chilled but vibrant atmosphere. I had a light lunch with a friend of mine and the food was faultless (highly recommend eggs Benedict with pork belly) I am really looking forward to try out Bennies of an evening because the rest of the menu looked delicious! I would give a rating of 10 stars if I could."
Bennie Restaurant & Bar,5.0,"Great service, very attentive. Cocktails great and food good and well presented and very nice."
Bennie Restaurant & Bar,4.0,Surprisingly good to be fair. Don't be fooled by the poor visually looking menu as the food is great.
Bennie Restaurant & Bar,5.0,"Perfect place!Had dinner on NYE!great music,great service and lots of smiling faces 🙂 a must visit"
Bennie Restaurant & Bar,5.0,Food and coffee were great.  Service and atmosphere were really good as well.  Definitely recommend for breakfast/brunch.
Bennie Restaurant & Bar,5.0,perfect birthday lunch!! really helpful staff and darina was amazing. lovely food definitely coming again !
Bennie Restaurant & Bar,5.0,We reserved a table for 11 people on New Year's Eve. Everything worked perfectly. The food tasted great and was served at the same time - so we could all eat together. The drinks service was just as quick and perfect. The price was also reasonable for London. We'd love to come back!
Bennie Restaurant & Bar,5.0,"I just visited yesterday for brunch to celebrate my 60 th birthday. The food was amazing, the waitress was amazing and so professional, the lovely birthday cake with Candle was a lovely touch and I would recommend this place as it’s excellent and a beautiful place xx"
Bennie Restaurant & Bar,3.0,"Promising 3.
Would return to have cocktail and steal tar tar.
Lunch offer menu not offered, I had to ask.  It was then given - Not sure if it was genuinely forgotten or intentionally not given. Not asked about allergies/ intolerance but I understand this can be forgotten.
Either way, a bad start.

Steak tar tar 10/10, nor served straight from the fridge like in some establishments.
Aubergene was very good, not oiley or heavily battered.

Brocolli tempura was crispy around the stem. However, dissapointingly,  the floret sections were dense with dough.

Would prefer the immediate entrance area to be the white and green colour scheme to make it more daytime friendly as I wouldn't return to breakfast or lunch here in the summer months.
Good use of mirrors throughout and does pull off the orange colour scheme without connotations of Easy-Jet.

Payment is preferred via QR for which there is a £1 at platform charge in addition to the 12.5 service free. You are then also offered to tip.
Seems unethical to me, as if paying in haste etc., one could easily add this. Would also like the option to remove service fee which can only be done through verbal request.

Presently would recommend it for evenings only.
There are 3 different fonts used on external signage.
The door handle when entering is too close to the other door that your knuckles are grazed.
Music is good and appropriate to the setting.

I will return for nightimg cocktails and to see if the mains will warrant the same praise as the starters.

If you like Ottolenghi you would like it here.
Will give the benefit of the doubt as i would like to believe there is honesty in the service here and that the lunch offer menu was genuinely forgotten.

Because of the brocolli I left feeling hungry. The redeeming feature was the steak tar tar"
Bennie Restaurant & Bar,5.0,"The most amazing eggs with pork belly in London, and I guess also in the world. Must try."
Bennie Restaurant & Bar,5.0,Friendly staff and delicious food. We had a great dinner here.
Bennie Restaurant & Bar,5.0,"An incredibly underrated gem of a restaurant, nice chill vibe and outstanding food and service - especially by the waitress Galina and bartender Vlad. Would highly recommend and will for sure be back."
Bennie Restaurant & Bar,3.0,Went based on Google reviews but it was just OK. Strange menu and was very quiet on a Saturday night. Had pasta and parmesan not offered and then it took about 5 mins for it to come. Not sure why it had good rating. Portion size was quite small for the price. Also sweet potato chips on menu but they didn't have any
Bennie Restaurant & Bar,2.0,"Quite disappointing, sadly!

Brought 8 people for my birthday (notified in the booking) on Saturday 8th Feb. We did arrive 15 minutes late, although I called ahead to notify, which they said was absolutely fine. The restaurant was not busy (3 tables with 2-4 guests per table).

Minimal atmosphere, loud and cheesy cover pop song covers. Food wasn't quick and service was poor; no wine menus on the table with the other menus, then 4 given judiciously between 8(?). I asked for olive oil and balsamic vinegar to go with our bread, but they didn't come, saying they don't offer table olive oil or balsamic vinegar - how about on a plate? I asked for a burrata starter (which, while on the menu in other dishes, wasn't sold alone, so they declined that too). How hard is it to put a burrata on a plate with a little olive oil? Although well presented, the food was only okay in flavour. King prawns were great, but my monkfish was overcooked, and portion sizes were a little on the stingy side.

I eat out quite a bit, and really don't expect much, but when it's your birthday, you'd hope service would ensure it's at least going well? No happy birthday on arrival, no above and beyond? No problem, I just won't come again, sadly."
Bennie Restaurant & Bar,4.0,"The starters and main courses were excellent, the desserts less so, especially the chocolate brownie which was so dry nobody could eat it.
The place is nice, not ideal for our group because there were too many of us and the restaurant is shaped so that people at different tables can't quite see each other, but for a smaller group would have been good.
I don't see it in the list but I had the mushroom burger and it was excellent."
Bennie Restaurant & Bar,5.0,"What a lovely experience! Great food and coffee, friendly staff and very nicely designed interior. Definitely coming back."
Bennie Restaurant & Bar,5.0,"I had a great time in this little restaurant right in the heart of central London. The food was amazing from the start to finish.
Starters, steak and dessert were cooked to perfection."
Bennie Restaurant & Bar,5.0,Lovely food and perfect service🫶🏼🫶🏼🫶🏼 Strong recommendation🫶🏼
Bennie Restaurant & Bar,5.0,"Food was 1st class, service excellent and great value for money. Highly recommend"
Bennie Restaurant & Bar,5.0,Just wanted to say bennie’s the best restaurant ever !!! I booked the private room for my birthday event last night and honestly it was so beautiful the staff were amazing they was very patient and catering to us . Would defo recommend here again and will definitely come back again. Thank you so much for making my birthday amazing !!!
Bennie Restaurant & Bar,5.0,Great spot for some good food. Had the pan fried salmon and mushroom risotto.
Bennie Restaurant & Bar,2.0,"We were sat by the door and of course as people come and go the cold air wafts in. Not a deal breaker but provides further explanation to the overall score.

Food was OK. I had the Beef tartar to start, tasted nice, looked nostalgic, which was fitting for the restaurant as it has a throwback feel. I had a prawn and crab pasta, which was a bit dry and I thought lacking in crab and just three king prawns. £20.

Service was OK, nothing to praise or complain about. I don’t think I would return here."
Bennie Restaurant & Bar,5.0,"Great food and really friendly and attentive service.

Thanks to Vlad and the team for a nice evening."
Bennie Restaurant & Bar,5.0,"Recently visited this restaurant for a work lunch.
Service and food were top notch.
Will be returning."
Bennie Restaurant & Bar,5.0,Ambiance and restaurant is amazing! Went here today with my friend. I really loved the food. We had dine in for brunch. Very friendly staff. We gave a her a tip because she is so nice.
Bennie Restaurant & Bar,5.0,"Cocktail, prawns and beef tar tar was yummy. Nice, beautiful and calm place. Staff is welcome"
Piccolino Exchange Square,16.0,
Piccolino Exchange Square,5.0,"We had the beef lasagna and beef ragu, it is one of the best ones we have ever had! It’s full of flavour, soft and melts in your mouth. I could come here every day for the lasagna, it has a truffle flavour, homemade pasta! We have been twice now and will be coming back! Lovely location and excellent service. Thank you!"
Piccolino Exchange Square,5.0,"This is my second time have been here and I decided to leave a 5 stars review.

The restaurant it’s pretty, really good for special occasions especially and they have friendly staff to serve you the best food. I ordered crab meat ravioli this time, and the sauce was quite unique which add an extra point to the dish. Surprisingly the portion was bigger than I thought !!

I had good food and experience for the both time I went !"
Piccolino Exchange Square,5.0,"Piccolo Exchange is one of those rare places that instantly makes you feel both welcome and intrigued. The food is creative, beautifully presented, and full of flavor this is truly something special.

A real highlight of the evening was the pistachio tuile: paper-thin, nutty, with just the right hint of sweetness and a touch of berry glaze. It’s the kind of thoughtful detail that sums up the whole experience.

Special mention to Fadil our server who made the night even better. Warm, knowledgeable and effortlessly attentive - he brought a personal touch that made us feel genuinely cared for.

Whether you’re there for a cozy dinner or a celebration, Piccolo Exchange offers something memorable. Highly recommended!"
Piccolino Exchange Square,4.0,"The drinks were really good - my mocktail was not too sweet and great flavor. The food was all decently good flavor, I think the presentation can be better. The dessert was ok - could be that my expectations were too high as the Tiramisu was highly recommended by people. In general, very pleasant dinning experience."
Piccolino Exchange Square,5.0,"We went to Piccolino just for a drink, but the place was so nice we decided to stay for dinner—and we’re glad we did! The atmosphere was really welcoming, the drinks were great, and the food was delicious. The staff were friendly and made us feel right at home. We’ll definitely be back!"
Piccolino Exchange Square,5.0,"I came here the first time and was served a very salty carbonara that was not to the standard i keep this restaurant at. After making a review about my experience, i was approached by their team in Google and they asked me to give them a second chance, assuring that this was a one-time occurrence.
I had a conversation with the manager over the phone and we agreed on another day.
I went there today and was left nothing but happy.
The carbonara came perfectly salty and it tasted even better with their house wine.
Will definitely be back.

The first picture is from the first time and the second picture from today."
Piccolino Exchange Square,5.0,"Absolutely loved the experience at Piccolino Exchange Square! The atmosphere is elegant yet welcoming, perfect for a relaxed lunch or a classy evening out. The service was top-notch attentive without being intrusive. I had the seafood linguine and it was bursting with flavor, perfectly cooked. The wine selection is impressive too, with great pairing recommendations from the staff. Definitely one of the best Italian dining spots in Manchester. Can’t wait to come back!"
Piccolino Exchange Square,5.0,"If you are looking for exceptional service, great food and an amazing vibe then this is definitely one to visit. I’ve been a regular for many years and cannot recommend highly enough! Fadil is also a great new addition to the team!"
Piccolino Exchange Square,3.0,"The prawn starters were amazing, the main courses were standard. Service and atmosphere is really good, if you are around good spot to grab dinner.."
Piccolino Exchange Square,5.0,"We had an absolutely incredible experience at Piccolino Liverpool Street! From the moment we arrived, the service was exceptional. Serena the hostess she was very welcoming, Fabio, the restaurant manager, made us feel so welcome, ensuring that every detail of our visit was perfect.

At the bar, Maurizio prepared some of the best cocktails we've ever had — his recommendations were spot on and added a special touch to our evening.

And the food — simply outstanding! Every dish was perfectly cooked, beautifully presented, and bursting with flavor. You can tell how much passion and skill goes into his cooking — it made our dining experience unforgettable.

If you're looking for a place that combines fantastic food, outstanding service, and a warm atmosphere, Piccolino Liverpool Street is the place to go. We can't wait to return!"
Piccolino Exchange Square,5.0,"What I liked most about the restaurant that we were not rushed to order or to leave. We ended up spending 3 hours, sat outside on a wonderful summer warm day. A table was booked in advance, but there were lots of tables available indoors. We were served by very friendly staff. The food is good and options for vegetarians are available. Prices are London prices, so expect to pay £70 each for mains and drinks."
Piccolino Exchange Square,5.0,"The food is delicious, the staff are wonderful, and if you let them, they're really funny and will interact with your table making your meal a wonderful experience.

To get here from Liverpool St Station, follow the escalator to the upper concourse towards the bus station, past the M&S, tanning salon and Moshi Moshi and the down Sun Terrace up to Exchange Plaza. It can be a bit difficult to find otherwise (not the restaurant's fault)."
Piccolino Exchange Square,5.0,"An amazing hidden gem of a location and venue for corporate events, social gatherings and even family dining.

A little tricky to find via Google maps but if you head towards the back end of Liverpool Street station (facing the platforms, walk on the upper mezzanine level) you will soon see exchange square.

The restaurant has a lovely private dining room overlooking the main restaurant which I am using for a corporate dinner.

Highly recommended beautifully decorated Italian restaurant well worth a visit."
Piccolino Exchange Square,5.0,"Domenico was an amazing waiter and bartender! Not only was he incredibly attentive and professional, but he also made our experience so much fun with his great sense of humor. He gave excellent recommendations and really went above and beyond to ensure we had a fantastic time. Highly recommend asking for him—you won’t be disappointed!"
Piccolino Exchange Square,2.0,"Came here with the Club IR 50% off offer - otherwise the prices are very high for what it is.

I was very disappointed with the arancini (it was almost cold), and the other dishes were only average.

The staff really very attentive though and it’s a very large space."
Piccolino Exchange Square,3.0,"The location was stunning and general service was good. However, the waiter at our table was not attentive and rather abrupt, we found the food poor value for money and there was no gluten free pizza despite the menu stating there was. Disappointing I’m afraid so I would not recommend it."
Piccolino Exchange Square,5.0,"We thoroughly enjoyed our dinner at Piccolini Exchange Square last night.

I ordered the Caesar salad – not the most traditional Italian choice, I know – but it was excellent. Unlike most places, their version came generously topped with chicken, which made it feel like a proper meal rather than just a starter.

We sat outside to enjoy the surrounding garden seating area, even though it is in the middle of a building complex the incredible planting makes it feel like you are somewhere else! As the evening cooled down, we moved under the heated seating area. It was a really nice touch to be able to stay warm while still enjoying the outdoor setting. Dessert was the perfect finish – the pistachio panna cotta was absolutely incredible.

A special mention to the waiting staff, all of whom were friendly and attentive. One gentleman in particular – dark hair and what sounded like a strong Italian accent – was especially helpful and made us feel very well looked after.

All in all, a brilliant evening. I’m already looking forward to visiting the new Tower Bridge location soon!"
Piccolino Exchange Square,5.0,"Piccolino is a great place to eat and drink. The food is fresh, tasty, and well made, with lots of classic Italian dishes. The drinks, including cocktails and wine, go really well with the food. It’s a nice place to relax and enjoy a good meal."
Piccolino Exchange Square,4.0,"It's a pleasant restaurant situated in a very busy area of the city hence the prices are far higher than the quality of the food.

Ordered the pork arincini balls for starters which was faultless. Ordered the Branzino fish for my main which I thought was a small portion. Nevertheless it was filling and it tasted good. It did some with chips and some boiled veg which were nothing amazing.  One of my friends ordered the mushroom risotto which they were happy with.

For dessert ordered the chocolate ganache which was very good. I would recommend a visit but be wary of the price."
Piccolino Exchange Square,5.0,"Had a private dining experience. The fish was amazing and the other food, steaks, vegetarian options starters and desserts all looked amazing great feedback. Tiramisu was epic and prosecco went down a treat"
